timestamp,px,py,pz,qx,qy,qz,qw
1403638523.77413,-0.005573,-0.011113,-0.145903,-0.828221,-0.023772,-0.558934,0.032836
1403638523.82430,-0.013587,-0.015803,-0.174251,-0.828943,-0.024909,-0.557863,0.031960
1403638523.87311,-0.019192,-0.025734,-0.206211,-0.829647,-0.027218,-0.556874,0.028925
1403638523.92306,-0.025660,-0.030076,-0.229778,-0.829322,-0.029565,-0.557463,0.024201
1403638523.97603,-0.024736,-0.029260,-0.256582,-0.829978,-0.033238,-0.556469,0.019320
1403638524.02603,-0.028796,-0.030480,-0.274451,-0.831135,-0.037521,-0.554615,0.014489
1403638524.07603,-0.032036,-0.030816,-0.285047,-0.833056,-0.041742,-0.551488,0.011655
1403638524.12603,-0.034850,-0.030868,-0.288618,-0.835428,-0.045045,-0.547654,0.010350
1403638524.17484,-0.028293,-0.029770,-0.202342,-0.838548,-0.050287,-0.542463,0.006503
1403638524.22479,-0.027413,-0.028935,-0.181410,-0.839790,-0.051231,-0.540413,0.009095
1403638524.27616,-0.031091,-0.032806,-0.175746,-0.840717,-0.055119,-0.538623,0.006482
1403638524.32699,-0.028664,-0.029553,-0.149643,-0.841461,-0.054184,-0.537496,0.010262
1403638524.37707,-0.026443,-0.029292,-0.117475,-0.840519,-0.053340,-0.538950,0.014666
1403638524.42706,-0.023949,-0.027736,-0.083255,-0.838107,-0.052763,-0.542660,0.017684
1403638524.47854,-0.022639,-0.025243,-0.051233,-0.835788,-0.052625,-0.546180,0.019399
1403638524.52866,-0.019350,-0.023150,-0.014796,-0.831609,-0.052496,-0.552453,0.021596
1403638524.57866,-0.015974,-0.020625,0.020528,-0.827342,-0.051265,-0.558900,0.022525
1403638524.62805,-0.012375,-0.022846,0.056545,-0.823966,-0.047942,-0.564065,0.024764
1403638524.67771,-0.008795,-0.021566,0.089158,-0.820907,-0.044643,-0.568882,0.022183
1403638524.72743,-0.006239,-0.021119,0.118173,-0.818607,-0.040919,-0.572568,0.019346
1403638524.77760,-0.003448,-0.020256,0.142603,-0.816832,-0.039004,-0.575436,0.011733
1403638524.82776,-0.000639,-0.019212,0.164929,-0.815829,-0.037023,-0.577070,0.006585
1403638524.87803,0.000534,-0.016827,0.184410,-0.815532,-0.036824,-0.577484,0.008037
1403638524.92785,0.002904,-0.019187,0.199778,-0.814229,-0.035165,-0.579282,0.015055
1403638524.97745,0.022534,-0.014279,0.204183,-0.816221,-0.034681,-0.576290,0.021695
1403638525.02742,0.034926,-0.013735,0.205656,-0.821127,-0.032713,-0.569100,0.028399
1403638525.07751,0.042675,-0.014410,0.200825,-0.824533,-0.031616,-0.564104,0.030537
