timestamp,px,py,pz,qx,qy,qz,qw,features,clones
1403638127.445096970,-0.000167312,-0.000126371,-0.000427547,0.837376370,-0.000795721,0.546623069,0.001844701,0,0
1403638127.495096922,-0.000292196,0.000176819,-0.000710642,0.836865103,-0.002701593,0.547401993,0.000747482,162,1
1403638127.545097113,-0.000259107,0.000858782,-0.001232480,-0.836757177,0.004235518,-0.547557539,0.000477730,162,2
1403638127.595097065,-0.000287825,0.001534951,-0.001811474,-0.836607331,0.005802536,-0.547770358,0.001462368,162,3
1403638127.645097017,-0.000481003,0.002224489,-0.002467048,-0.836335643,0.007363237,-0.548162036,0.002618453,163,4
1403638127.695096970,-0.000800229,0.002721465,-0.003185934,-0.835947444,0.008878334,-0.548727480,0.003346497,164,5
1403638127.745096922,-0.001208629,0.003300795,-0.004124533,-0.835708241,0.010771149,-0.549047908,0.004702483,164,6
1403638127.795097113,-0.001772531,0.003443419,-0.005108885,-0.835459206,0.012320474,-0.549386008,0.005579916,164,7
1403638127.845097065,-0.002552037,0.003381800,-0.006206305,-0.835129269,0.014226926,-0.549826478,0.006895089,165,8
1403638127.895097017,-0.003518486,0.002808692,-0.007368756,-0.834798113,0.015922947,-0.550268581,0.007941030,166,9
1403638127.945096970,-0.004672013,0.001687184,-0.008587829,-0.834467230,0.017609331,-0.550703529,0.008942945,166,10
1403638127.995096922,-0.006072947,0.000003230,-0.009961074,-0.834261514,0.019136772,-0.550948875,0.009841095,166,11
1403638128.045097113,0.000293162,-0.000257987,-0.000264651,-0.837929437,0.002786610,-0.545770103,0.001219815,91,11
1403638128.095097065,-0.000226096,-0.000034771,-0.000258955,0.838808205,0.000928487,0.544404069,0.004913546,91,11
1403638128.145097017,-0.000261070,0.000020279,-0.000209962,0.838937888,0.000715695,0.544205697,0.004781911,154,11
1403638128.195096970,-0.000394140,0.000088385,-0.000136704,0.838985727,0.000508568,0.544134074,0.004560793,165,11
1403638128.245096922,-0.000455964,-0.000012484,-0.000009643,0.838922124,0.000708414,0.544229586,0.004829675,165,11
1403638128.295097113,-0.000545954,-0.000051304,0.000074595,0.838904539,0.000782715,0.544256604,0.004828128,166,11
1403638128.345097065,-0.000697252,-0.000151399,0.000158811,0.838851494,0.000844802,0.544337721,0.004889139,166,11
1403638128.395097017,-0.000767245,-0.000249298,0.000249093,0.838827777,0.000859030,0.544372724,0.005055594,165,11
1403638128.445096970,-0.000821919,-0.000269424,0.000272908,0.838886345,0.000626292,0.544284357,0.004883427,166,11
1403638128.495096922,-0.000844688,-0.000286525,0.000283636,0.838917366,0.000518651,0.544236819,0.004865076,167,11
1403638128.545097113,-0.000899699,-0.000316444,0.000266535,0.838920757,0.000516499,0.544231099,0.004920188,167,11
1403638128.595097065,-0.000910376,-0.000337165,0.000251886,0.838936195,0.000505203,0.544207224,0.004929919,167,11
1403638128.645097017,-0.000242774,0.000144497,-0.000316859,0.838581490,0.003501145,0.544681035,0.009560227,92,11
1403638128.695096970,-0.000111196,0.000257010,-0.000415371,0.838843361,0.004642063,0.544223965,0.011855071,88,11
1403638128.745096922,0.000132918,0.000366704,-0.000426971,0.839001442,0.004526429,0.543968791,0.012411547,145,11
1403638128.795097113,0.000241668,0.000273047,-0.000425255,0.839061770,0.004695343,0.543861988,0.012939749,156,11
1403638128.845097065,0.000228792,0.000220407,-0.000488663,0.839107136,0.004791835,0.543763886,0.014038820,156,11
1403638128.895097017,0.000238823,0.000238797,-0.000488064,0.838841764,0.005177966,0.544155916,0.014561017,158,11
1403638128.945096970,0.000206394,-0.000062663,-0.000421811,0.838809779,0.006016892,0.544176214,0.015303583,158,11
1403638128.995096922,0.000081553,-0.000080139,-0.000430058,0.838805864,0.006118263,0.544179076,0.015376060,158,11
1403638129.045097113,0.000327922,-0.000060806,-0.000268824,0.838254548,0.007044672,0.545000411,0.015944820,159,11
1403638129.095097065,0.000454014,0.000222798,0.000571573,0.839066134,0.009389098,0.543643895,0.018198426,159,11
1403638129.145097017,0.000483276,0.000725754,0.001847777,0.839284680,0.010338284,0.543231220,0.019854168,160,11
1403638129.195096970,0.000697547,0.000956245,0.003872570,0.838547614,0.009780863,0.544408532,0.019015369,162,11
1403638129.245096922,0.000842072,0.000787233,0.007037859,0.835888109,0.004851867,0.548743084,0.012188376,79,11
1403638129.295097113,0.000879930,-0.000412085,0.012223959,0.829703997,-0.005666665,0.558174386,0.000721196,85,11
1403638129.345097065,0.000690383,-0.002315026,0.018566504,-0.820709460,0.019045886,-0.570911269,0.011556759,132,11
1403638129.395097017,-0.000242181,-0.003586421,0.024400885,-0.808219308,0.029551408,-0.587712138,0.022421145,148,11
1403638129.445096970,-0.001183135,-0.004570508,0.028654280,-0.805026000,0.033332929,-0.591728730,0.026060797,189,11
1403638129.495096922,-0.001970217,-0.004425548,0.031932590,-0.804645294,0.028962609,-0.592563373,0.023995152,220,11
1403638129.545097113,-0.001464130,-0.003301846,0.034972479,-0.812910316,0.020768491,-0.581705615,0.019080521,222,11
1403638129.595097065,-0.001080438,-0.001953085,0.039108152,-0.819691061,0.009760073,-0.572620118,0.010839959,217,11
1403638129.645097017,-0.000541517,-0.000757842,0.044427167,-0.823918334,0.001621789,-0.566690240,0.004256734,207,11
1403638129.695096970,-0.000002568,-0.000145540,0.050915797,-0.824586005,-0.001261472,-0.565734235,0.001050613,204,11
1403638129.745096922,0.001876803,0.000620771,0.057744487,-0.826386573,0.000946649,-0.563087917,0.004041520,196,11
1403638129.795097113,0.002519101,0.001576518,0.065487298,-0.827574718,0.001940033,-0.561316209,0.006358919,194,11
1403638129.845097065,0.004098172,0.002994241,0.074062350,-0.833105889,0.000278053,-0.553061423,0.007587048,134,11
1403638129.895097017,0.005575948,0.004779073,0.084964288,-0.838416518,-0.002337633,-0.544960300,0.008399397,164,11
1403638129.945096970,0.006834069,0.006530900,0.098903061,-0.840552575,-0.005295801,-0.541649998,0.007655217,183,11
1403638129.995096922,0.008387474,0.008163282,0.115577276,-0.838956311,-0.004693961,-0.544083235,0.010183768,164,11
1403638130.045097113,0.010015671,0.009453038,0.134353798,-0.834527757,-0.000689847,-0.550772604,0.014576861,180,11
1403638130.095097065,0.011612815,0.010131552,0.154007510,-0.830718839,0.003783702,-0.556300397,0.020536874,212,11
1403638130.145097017,0.013077476,0.011252225,0.173825834,-0.828936559,0.004903117,-0.558755804,0.025141434,222,11
1403638130.195096970,0.014940138,0.011389366,0.193810345,-0.830294027,0.003354191,-0.556567759,0.028860136,247,11
1403638130.245096922,0.016295611,0.012967507,0.214143845,-0.830358868,0.000050333,-0.556414092,0.030124827,253,11
1403638130.295097113,0.017743235,0.013316740,0.235540799,-0.828538145,0.001640750,-0.558826030,0.035147105,260,11
1403638130.345097065,0.018817126,0.013687645,0.257312110,-0.824953106,0.007188783,-0.563608610,0.041785512,274,11
1403638130.395097017,0.019767065,0.013594300,0.278982783,-0.822356869,0.011460350,-0.566784561,0.048508783,254,11
1403638130.445096970,0.020428526,0.014977130,0.299712343,-0.821353720,0.011196802,-0.567892178,0.052451626,217,11
1403638130.495096922,0.020655041,0.016474761,0.319996158,-0.822159797,0.005624909,-0.566881987,0.051637600,251,11
1403638130.545097113,0.020692614,0.018128260,0.339832997,-0.823877683,-0.000984716,-0.564781216,0.047400114,256,11
1403638130.595097065,0.021168868,0.019918069,0.359359614,-0.823645323,-0.004326832,-0.565364796,0.044184930,237,11
1403638130.645097017,0.020809313,0.020876214,0.379527366,-0.820555213,-0.004145989,-0.569873096,0.043779076,228,11
1403638130.695096970,0.020342056,0.021292892,0.399518111,-0.816554186,0.000092574,-0.575332995,0.047235554,245,11
1403638130.745096922,0.020321355,0.020605722,0.418647686,-0.812643040,0.008678909,-0.579939237,0.056625499,222,11
1403638130.795097113,0.019865956,0.020489427,0.435910125,-0.810174084,0.014583078,-0.582358607,0.065297320,228,11
1403638130.845097065,0.018675606,0.019659057,0.451512285,-0.809546350,0.015520410,-0.582750170,0.069253618,226,11
1403638130.895097017,0.017155812,0.018053626,0.464341221,-0.808612220,0.016188745,-0.583619188,0.072614370,218,11
1403638130.945096970,0.014918501,0.015754427,0.473175327,-0.804834738,0.018830124,-0.588762726,0.072421841,220,11
1403638130.995096922,0.011920422,0.013752412,0.477112549,-0.798487882,0.022529134,-0.597432176,0.070599829,195,11
1403638131.045097113,0.009708593,0.011929989,0.477077615,-0.793242958,0.026053578,-0.604262486,0.070382306,148,11
1403638131.095097065,0.007994395,0.010419045,0.472300845,-0.791562061,0.026246418,-0.606736128,0.067910970,188,11
1403638131.145097017,0.006833870,0.010198077,0.463425143,-0.794001707,0.023138990,-0.604001415,0.064870392,195,11
1403638131.195096970,0.006464446,0.010921259,0.451437978,-0.799190221,0.016227587,-0.597956979,0.058983961,182,11
1403638131.245096922,0.006470866,0.012260019,0.437556337,-0.805175529,0.007905146,-0.590757376,0.051338086,181,11
1403638131.295097113,0.007001792,0.013466472,0.422126465,-0.809447021,0.001649432,-0.585339129,0.046592949,199,11
1403638131.345097065,0.007467240,0.013785700,0.406182655,-0.811376790,-0.001313159,-0.582868904,0.043929736,182,11
1403638131.395097017,0.007249579,0.012819511,0.389776807,-0.811259709,-0.000424316,-0.583106285,0.042948398,197,11
1403638131.445096970,0.006555099,0.011675607,0.372677121,-0.810395178,0.000189371,-0.584382163,0.041917860,202,11
1403638131.495096922,0.005363213,0.010200761,0.354948591,-0.810414902,-0.002334340,-0.584744879,0.035995333,204,11
1403638131.545097113,0.004198994,0.009173571,0.335564602,-0.811730674,-0.003351942,-0.583025566,0.034106692,206,11
1403638131.595097065,0.003081603,0.008110513,0.314991871,-0.813397043,-0.004706889,-0.580788233,0.032374744,195,11
1403638131.645097017,0.002501102,0.007100773,0.293782650,-0.814344908,-0.007459569,-0.579535071,0.030427420,148,11
1403638131.695096970,0.001897706,0.005852804,0.271823478,-0.813968181,-0.009353443,-0.580176682,0.027628461,188,11
1403638131.745096922,0.000665906,0.004427167,0.249316498,-0.813758031,-0.010949682,-0.580550378,0.025282979,195,11
1403638131.795097113,-0.000862418,0.002973449,0.226969591,-0.813798155,-0.014281040,-0.580648247,0.019396605,179,11
