timestamp,px,py,pz,qx,qy,qz,qw
1403715888.416465759,0.814934237,2.070176785,1.064683245,-0.019150453,0.023447000,-0.062253792,0.997601105
1403715888.426471710,0.814924164,2.070207932,1.064637071,-0.019333693,0.023344006,-0.062292427,0.997597574
1403715888.436490774,0.814950088,2.070302407,1.064760996,-0.019873593,0.023208802,-0.061993228,0.997608757
1403715888.446610928,0.814886702,2.070168551,1.064631889,-0.019093478,0.023310880,-0.062201961,0.997608620
1403715888.456455946,0.814920015,2.070282098,1.064734701,-0.019612757,0.023191614,-0.061920175,0.997618855
1403715888.466461658,0.814915568,2.070224075,1.064640588,-0.019163756,0.023322665,-0.062204016,0.997606869
1403715888.476504564,0.814921361,2.070236613,1.064756010,-0.019582095,0.023124263,-0.062032323,0.997614054
1403715888.486522198,0.814928083,2.070165711,1.064646465,-0.019251900,0.023458061,-0.062228653,0.997600460
1403715888.496474743,0.814944347,2.070155898,1.064626671,-0.019045622,0.023486693,-0.062100638,0.997611723
1403715888.506513357,0.814926574,2.070211353,1.064679303,-0.019487951,0.023383640,-0.062203656,0.997599183
1403715888.516546965,0.814919248,2.070116909,1.064618046,-0.018910434,0.023492247,-0.062268436,0.997603705
1403715888.526523352,0.814941119,2.070223938,1.064760774,-0.019452181,0.023114236,-0.062014483,0.997617937
1403715888.536533833,0.814955643,2.070200012,1.064722110,-0.019518192,0.023383100,-0.062107573,0.997604591
1403715888.546456099,0.814933249,2.070197020,1.064682271,-0.019386519,0.023447830,-0.062223205,0.997598434
1403715888.556468964,0.814914102,2.070200920,1.064685081,-0.019266900,0.023322396,-0.062052987,0.997614294
1403715888.566506863,0.814952179,2.070268461,1.064771565,-0.019504281,0.023310919,-0.062095553,0.997607301
1403715888.576316833,0.814951073,2.070297776,1.064766917,-0.019692961,0.023197615,-0.062054265,0.997608804
1403715888.586446047,0.814936626,2.070160676,1.064609315,-0.019076275,0.023478711,-0.062260229,0.997601378
1403715888.596499205,0.814919462,2.070091412,1.064571486,-0.018767140,0.023507222,-0.062305422,0.997603749
1403715888.606636047,0.814955690,2.070246535,1.064674476,-0.019653493,0.023475570,-0.062155348,0.997596788
1403715888.616564035,0.814936801,2.070260850,1.064780949,-0.019478664,0.023050970,-0.061983829,0.997620789
1403715888.626483917,0.814973336,2.070191398,1.064672671,-0.019359970,0.023423880,-0.062108309,0.997606672
1403715888.636537313,0.814935273,2.070179231,1.064672538,-0.019358934,0.023427185,-0.062168678,0.997602854
1403715888.646487713,0.814952230,2.070147898,1.064666638,-0.019256558,0.023530336,-0.062136490,0.997604413
1403715888.656472683,0.814918785,2.070125307,1.064645689,-0.018989078,0.023324201,-0.062183519,0.997611451
1403715888.666507721,0.814902212,2.070145530,1.064626083,-0.018944182,0.023383339,-0.062248697,0.997606855
1403715888.676638126,0.814969735,2.070185585,1.064639560,-0.019288293,0.023475777,-0.062130464,0.997605461
1403715888.686484575,0.814941983,2.070257622,1.064681397,-0.019515639,0.023359592,-0.062140922,0.997603115
1403715888.696608543,0.814935996,2.070230138,1.064762046,-0.019430961,0.023113240,-0.062075201,0.997614598
1403715888.706496954,0.814926674,2.070230649,1.064728421,-0.019363066,0.023190284,-0.062095134,0.997612889
1403715888.716489792,0.814883064,2.070274185,1.064722390,-0.019503202,0.023083114,-0.062120847,0.997611044
1403715888.726560831,0.814914055,2.070154382,1.064644898,-0.019225417,0.023347997,-0.062042698,0.997615135
1403715888.736500740,0.814912139,2.070185786,1.064657073,-0.019075350,0.023241964,-0.062170363,0.997612544
