timestamp,px,py,pz,qx,qy,qz,qw
1403636578.922881365,4.782299717,-1.815573628,0.844627074,0.000000000,0.000000000,0.000000000,1.000000000
1403636578.968881369,4.782211875,-1.814786499,0.857671005,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.022881269,4.780753076,-1.813192218,0.874623869,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.068881273,4.779119047,-1.812024100,0.891923195,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.118881226,4.778763764,-1.811005572,0.911808688,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.169881344,4.777324717,-1.809848510,0.931869271,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.219881296,4.776842048,-1.808780968,0.951898946,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.270881176,4.778211370,-1.808358152,0.972186857,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.366881371,4.779253607,-1.807804151,1.010285217,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.422881365,4.779215910,-1.807703323,1.030940795,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.466881275,4.778685513,-1.807729376,1.047815352,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.520881176,4.777960401,-1.808118652,1.064706825,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.569881201,4.778814220,-1.809278562,1.079138408,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.621881247,4.779293550,-1.810337805,1.089258105,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.717881203,4.782343558,-1.812081168,1.095027373,0.000000000,0.000000000,0.000000000,1.000000000
1403636579.766881227,4.783936671,-1.812689015,1.091240672,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.267881393,4.777233878,-1.820940060,0.895287863,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.369881392,4.775467082,-1.822931932,0.846697965,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.421881199,4.774245392,-1.824010373,0.825348817,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.470881224,4.777915598,-1.827112941,0.806465661,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.518881321,4.778242407,-1.828547443,0.790348623,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.568881273,4.777867533,-1.829693865,0.776357551,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.618881226,4.777164616,-1.830450950,0.766556620,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.667881250,4.776393605,-1.830910611,0.762692655,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.718881369,4.776877904,-1.831432783,0.767140469,0.000000000,0.000000000,0.000000000,1.000000000
1403636580.969881296,4.753474642,-1.825295814,0.899622217,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.218881369,4.759302335,-1.832582417,1.080574605,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.316881180,4.760166023,-1.831460567,1.138220415,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.369881392,4.761293305,-1.830368965,1.162475408,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.417881250,4.762917476,-1.829788672,1.182859978,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.467881203,4.765970972,-1.829827464,1.197027799,0.000000000,0.000000000,0.000000000,1.000000000
1403636581.520881176,4.769290512,-1.830663007,1.203731271,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.017881393,4.780054149,-1.824193157,0.955955707,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.120881319,4.781495062,-1.825434146,0.891417546,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.217881203,4.777541174,-1.826386497,0.839981387,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.270881176,4.777425760,-1.827758796,0.819805125,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.319881201,4.776360581,-1.828584606,0.807076070,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.368881226,4.778047867,-1.830664145,0.801867316,0.000000000,0.000000000,0.000000000,1.000000000
1403636582.968881369,4.768293472,-1.828484513,1.117625961,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.019881248,4.766533804,-1.825502398,1.149717971,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.066881180,4.768076354,-1.823648231,1.176697506,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.118881226,4.770149960,-1.822496575,1.201763548,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.169881344,4.772553413,-1.821958310,1.220352797,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.221881390,4.774469420,-1.821464142,1.231775813,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.268881321,4.775819658,-1.821235492,1.235203194,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.819881201,4.775241209,-1.813083492,0.942865907,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.918881178,4.775056076,-1.811326353,0.883372286,0.000000000,0.000000000,0.000000000,1.000000000
1403636583.967881203,4.774128277,-1.810715845,0.858219927,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.018881321,4.774876658,-1.811435232,0.834180687,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.070881367,4.774996634,-1.812272559,0.814401233,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.118881226,4.775639849,-1.813459722,0.799624031,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.168881178,4.777834235,-1.815385988,0.790184510,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.219881296,4.778958460,-1.816950065,0.787218393,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.866881371,4.755413139,-1.811984012,1.147154745,0.000000000,0.000000000,0.000000000,1.000000000
1403636584.966881275,4.756524272,-1.813495477,1.203267924,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.020881176,4.758581469,-1.814599783,1.226745057,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.068881273,4.760190846,-1.815590393,1.243184505,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.119881392,4.761406292,-1.816520796,1.252603051,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.170881271,4.761352881,-1.816925604,1.254555469,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.667881250,4.760862409,-1.808330249,1.043443267,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.767881393,4.763187402,-1.805150778,1.001054257,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.818881273,4.767148621,-1.804410645,0.985146863,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.867881298,4.772223425,-1.804655285,0.973412054,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.916881323,4.774765482,-1.804123754,0.965464406,0.000000000,0.000000000,0.000000000,1.000000000
1403636585.967881203,4.778502189,-1.804249485,0.960879894,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.018881321,4.782503352,-1.804492466,0.959052570,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.068881273,4.786520404,-1.805347371,0.959411052,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.120881319,4.787684977,-1.805570115,0.960953024,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.169881344,4.787709408,-1.806135078,0.963066838,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.219881296,4.787107776,-1.808328100,0.965087737,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.268881321,4.786110853,-1.809202651,0.968754524,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.319881201,4.784721827,-1.811128502,0.972500005,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.368881226,4.784329760,-1.813105920,0.975746898,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.467881203,4.786995186,-1.816058012,0.980881290,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.518881321,4.789130292,-1.816665796,0.982874214,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.567881346,4.792314299,-1.817239853,0.984515925,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.617881298,4.794685447,-1.817087874,0.986042031,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.666881323,4.798312792,-1.816528111,0.987830254,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.718881369,4.801391146,-1.814704040,0.990079432,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.766881227,4.804834408,-1.811916118,0.992368465,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.817881346,4.807744920,-1.807767376,0.994974476,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.866881371,4.810505257,-1.803764982,0.996731345,0.000000000,0.000000000,0.000000000,1.000000000
1403636586.967881203,4.813146430,-1.794360881,0.998626546,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.019881248,4.813262886,-1.791076446,0.998293889,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.069881201,4.812756137,-1.789397021,0.997724460,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.121881247,4.809345991,-1.786991553,0.997567158,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.221881390,4.805277849,-1.783524783,0.997602203,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.269881248,4.803009660,-1.781038829,0.997838590,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.321881294,4.801216394,-1.777153018,0.997664199,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.369881392,4.799906206,-1.771927041,0.997395058,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.420881271,4.799307728,-1.764657314,0.996781922,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.521881342,4.796032816,-1.744202966,0.996254302,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.566881180,4.796795300,-1.733146404,0.995884283,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.621881247,4.799723925,-1.718901830,0.995317721,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.718881369,4.805342908,-1.687948168,0.995043606,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.817881346,4.814229965,-1.653417090,0.995845270,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.869881392,4.816860440,-1.633613026,0.996980541,0.000000000,0.000000000,0.000000000,1.000000000
1403636587.967881203,4.826636133,-1.598467823,0.998095588,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.018881321,4.831445676,-1.580470156,0.997552837,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.068881273,4.835839265,-1.563321889,0.996339147,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.117881298,4.839687366,-1.547539962,0.994704195,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.167881250,4.843248818,-1.532383080,0.992743484,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.221881390,4.845602382,-1.517505308,0.990623333,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.270881176,4.848977459,-1.505771939,0.987927872,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.320881367,4.851911224,-1.495452080,0.985480849,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.422881365,4.856001397,-1.480648154,0.981269909,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.470881224,4.858061527,-1.476789812,0.979724219,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.567881346,4.860416497,-1.475236480,0.977691221,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.621881247,4.860709197,-1.477604468,0.977331656,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.718881369,4.858784635,-1.488222802,0.979796948,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.767881393,4.857488032,-1.496568275,0.981813478,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.818881273,4.855519505,-1.506967636,0.983645353,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.867881298,4.854063990,-1.518797417,0.984825045,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.918881178,4.850988644,-1.532164205,0.985514353,0.000000000,0.000000000,0.000000000,1.000000000
1403636588.968881369,4.848431014,-1.546915814,0.985667005,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.019881248,4.845215465,-1.563572283,0.985836718,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.069881201,4.840664841,-1.581119735,0.986682603,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.167881250,4.832473924,-1.619688639,0.989866133,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.218881369,4.828452198,-1.641806174,0.992362197,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.268881321,4.824271294,-1.664163069,0.995121547,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.316881180,4.819337441,-1.685389990,0.998105097,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.366881371,4.814925953,-1.707776064,1.000770119,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.467881203,4.802821610,-1.754400578,1.004715950,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.517881393,4.795499871,-1.777433459,1.005520697,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.568881273,4.788929235,-1.800898826,1.005960015,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.619881392,4.782259861,-1.824274383,1.006306047,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.667881250,4.775711261,-1.846916887,1.006266374,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.716881275,4.772831399,-1.870777871,1.005702558,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.768881321,4.765939062,-1.893655632,1.005472565,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.819881201,4.759868323,-1.916851488,1.005105751,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.868881226,4.754411875,-1.938175138,1.004448306,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.919881344,4.748329339,-1.960591732,1.003076066,0.000000000,0.000000000,0.000000000,1.000000000
1403636589.967881203,4.742652396,-1.981501374,1.000638781,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.019881248,4.737648565,-1.998249928,0.999195456,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.070881367,4.733793331,-2.014529006,0.997007246,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.119881392,4.729451095,-2.029204912,0.994600442,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.219881296,4.724209931,-2.053576699,0.992841977,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.268881321,4.722604707,-2.062331724,0.993001532,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.319881201,4.722170428,-2.068465370,0.993513004,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.367881298,4.722102875,-2.071332019,0.994370561,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.419881344,4.724141587,-2.071910551,0.995287438,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.569881201,4.734383863,-2.056765637,0.998507637,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.619881392,4.738453023,-2.045260883,1.000230555,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.671881199,4.744208565,-2.032310109,1.002004691,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.720881224,4.751585652,-2.018000213,1.003734997,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.768881321,4.757592782,-2.001623662,1.005417108,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.866881371,4.770648423,-1.965464995,1.007128052,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.921881199,4.777953801,-1.944799187,1.006431386,0.000000000,0.000000000,0.000000000,1.000000000
1403636590.966881275,4.784082487,-1.924219598,1.006132341,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.017881393,4.790061027,-1.900840827,1.005006207,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.067881346,4.796795155,-1.877980850,1.003876321,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.119881392,4.800620812,-1.853993024,1.002790592,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.220881224,4.813626535,-1.807807671,1.000047100,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.267881393,4.818306082,-1.786384773,0.999111169,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.320881367,4.824216131,-1.764235528,0.998106994,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.368881226,4.828212844,-1.744095727,0.996991568,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.419881344,4.832692111,-1.725078707,0.994937370,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.470881224,4.833432473,-1.707310334,0.992670934,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.521881342,4.837185729,-1.692680101,0.989580828,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.619881392,4.840173286,-1.669444113,0.981779243,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.666881323,4.840689777,-1.660533632,0.977847168,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.718881369,4.841818621,-1.652756102,0.973506542,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.767881393,4.841418511,-1.646399950,0.969461720,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.818881273,4.841396500,-1.642174504,0.965866773,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.868881226,4.840919287,-1.639616433,0.963311559,0.000000000,0.000000000,0.000000000,1.000000000
1403636591.968881369,4.840673586,-1.636542139,0.961290669,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.020881176,4.840253129,-1.634590269,0.961123786,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.066881180,4.838109833,-1.631581783,0.961350590,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.117881298,4.836400949,-1.627220645,0.961398413,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.166881323,4.833219834,-1.620886696,0.961355254,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.217881203,4.829452735,-1.612934095,0.960762329,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.267881393,4.815489578,-1.600808617,0.960906871,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.318881273,4.809172470,-1.590769025,0.959919512,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.368881226,4.800908019,-1.580264644,0.959197557,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.469881296,4.782662052,-1.561156387,0.957729211,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.518881321,4.772415386,-1.553437126,0.957130926,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.569881201,4.760628317,-1.547311387,0.956876048,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.619881392,4.733853720,-1.539200017,0.958665394,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.721881390,4.703509765,-1.538336229,0.959174861,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.770881176,4.687523950,-1.541785101,0.958891290,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.820881367,4.671667299,-1.547814360,0.958081289,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.869881392,4.656223816,-1.555703912,0.957265366,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.920881271,4.638738076,-1.566447143,0.956586706,0.000000000,0.000000000,0.000000000,1.000000000
1403636592.967881203,4.613553223,-1.575121535,0.957224654,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.021881342,4.599564332,-1.593548959,0.955507418,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.067881346,4.588250084,-1.613203037,0.953895566,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.167881250,4.569975941,-1.660843505,0.952437868,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.218881369,4.564532470,-1.690230878,0.952254238,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.268881321,4.560683773,-1.720843935,0.952874822,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.319881201,4.572743660,-1.756913270,0.952475579,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.418881178,4.583096597,-1.817058906,0.955384862,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.467881203,4.590840937,-1.844269805,0.956983165,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.517881393,4.603571855,-1.869408181,0.957836261,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.566881180,4.618448741,-1.891513441,0.957768288,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.618881226,4.634137305,-1.908787980,0.957324756,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.667881250,4.652434882,-1.922026561,0.955796955,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.716881275,4.690647571,-1.938965307,0.951542842,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.769881248,4.707508987,-1.942228208,0.949054482,0.000000000,0.000000000,0.000000000,1.000000000
1403636593.917881250,4.799396299,-1.945434254,0.937554086,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.019881248,4.823236755,-1.915380570,0.936357687,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.068881273,4.843818526,-1.901495576,0.936008364,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.118881226,4.864342884,-1.884904252,0.936162703,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.167881250,4.882333626,-1.866388734,0.936915828,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.219881296,4.900656625,-1.846634574,0.937503928,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.267881393,4.914924390,-1.825864847,0.937972689,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.316881180,4.922186937,-1.800406007,0.938160122,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.368881226,4.926910791,-1.772493753,0.937702058,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.418881178,4.928249630,-1.744505963,0.936775113,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.469881296,4.926577684,-1.715519912,0.935702215,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.521881342,4.922956493,-1.685601399,0.934670709,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.568881273,4.915828211,-1.656140239,0.933480906,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.619881392,4.890305765,-1.621695461,0.934247903,0.000000000,0.000000000,0.000000000,1.000000000
1403636594.719881296,4.865325512,-1.571034159,0.931886842,0.000000000,0.000000000,0.000000000,1.000000000
