timestamp,px,py,pz,qx,qy,qz,qw,features,clones
1598871593.962774754,0.000000000,0.000000000,0.000000000,-0.014179752,-0.002655160,0.999895936,0.000037653,23,0
1598871594.990240574,-0.006073549,0.011991521,0.002157574,0.014608612,0.001913396,-0.999885853,0.003347858,114,1
1598871595.022737741,-0.008115393,0.012720982,0.002357311,0.014508843,0.002018314,-0.999871668,0.006485936,134,2
1598871595.056255102,-0.010553816,0.013460661,0.002528706,0.014722669,0.001569941,-0.999871421,0.006157865,157,3
1598871595.090213776,-0.012921554,0.014115504,0.002708694,0.014672855,0.001606464,-0.999872179,0.006144350,166,4
1598871595.122877359,-0.015128435,0.014718230,0.002880225,0.014625665,0.001650387,-0.999871417,0.006365179,165,5
1598871595.157406092,-0.017402573,0.015299816,0.003061920,0.014531372,0.001860355,-0.999872012,0.006429487,172,6
1598871595.189605713,-0.019480133,0.015771954,0.003242781,0.014198292,0.002564037,-0.999875119,0.006448239,170,7
1598871595.222857475,-0.021639085,0.016332884,0.003422809,0.014055241,0.002855238,-0.999875955,0.006509444,163,8
1598871595.256060362,-0.023861069,0.017079314,0.003594629,0.014226693,0.002513933,-0.999874018,0.006574921,181,9
1598871595.291481256,-0.030526297,0.020676381,-0.000502465,0.015317718,0.001882677,-0.999858917,0.006630949,187,10
1598871595.324150324,0.024784684,0.011763138,-0.008757503,0.011605184,0.002023086,-0.999909886,0.006437974,183,11
1598871595.355849981,0.025650696,0.018642926,-0.022462549,0.010817699,0.004216359,-0.999920765,0.004864544,118,11
1598871595.391024351,0.020479977,0.015670456,-0.027385362,0.010827169,0.002879890,-0.999919295,0.005990172,128,11
1598871595.423627853,0.021061764,0.016209357,-0.027838058,0.010883723,0.002696546,-0.999918618,0.006085202,155,11
1598871595.457639694,0.032962887,0.006977930,-0.013152286,0.014128034,0.002342917,-0.999891993,0.003303419,162,11
1598871595.490472317,0.033391882,0.007121984,-0.013119040,0.014234180,0.002305722,-0.999890530,0.003316540,167,11
1598871595.523647547,0.033825329,0.007250504,-0.013082402,0.014311089,0.002313898,-0.999889373,0.003328597,162,11
1598871595.556540012,0.034229035,0.007405518,-0.013030426,0.014399035,0.002291187,-0.999888045,0.003363781,167,11
1598871595.590567827,0.034650507,0.007571341,-0.012968881,0.014444558,0.002366902,-0.999887212,0.003363927,167,11
1598871595.622282267,0.028961594,0.009328643,-0.012003670,0.014003550,0.003009413,-0.999891341,0.003485772,146,11
1598871595.658955812,0.026566003,0.006691899,-0.010009519,0.014645678,0.002298158,-0.999885512,0.003030743,154,11
1598871595.691136360,0.025875886,0.006912584,-0.008968272,0.014498787,0.002852011,-0.999886253,0.003022041,156,11
1598871595.723446608,0.025426285,0.007007152,-0.008259829,0.014085216,0.003780043,-0.999889086,0.003022175,160,11
1598871595.756478786,0.029780917,0.008297735,-0.010124110,0.013229828,0.004430432,-0.999897491,0.003217136,115,11
1598871595.788982630,0.029852065,0.008514290,-0.009761892,0.013777925,0.003512991,-0.999893766,0.003206970,121,11
1598871595.822529793,0.030068807,0.008607118,-0.009354539,0.013654456,0.003875701,-0.999894001,0.003243685,153,11
1598871595.858415842,0.030122275,0.008354493,-0.009805575,0.013699975,0.004054786,-0.999893007,0.003137660,160,11
1598871595.890067816,0.030228198,0.008474752,-0.009570502,0.013877619,0.003815299,-0.999891468,0.003147532,165,11
1598871595.923789978,0.030356327,0.008551425,-0.009322194,0.013870972,0.003958460,-0.999890997,0.003149894,160,11
1598871595.955989361,0.030459614,0.008646768,-0.009072447,0.013965303,0.003887236,-0.999889949,0.003154333,165,11
1598871595.991373301,0.030584110,0.008709148,-0.008794833,0.014002638,0.003918503,-0.999889270,0.003165359,165,11
1598871596.024596453,0.031011428,0.008231939,-0.008960499,0.013855267,0.003929122,-0.999891344,0.003145465,145,11
1598871596.058539152,0.029338061,0.008455779,-0.009659941,0.013910679,0.003972393,-0.999890527,0.003106055,149,11
1598871596.089882851,0.028650167,0.008225318,-0.012332158,0.013474084,0.003976879,-0.999896762,0.003016476,150,11
1598871596.124208212,0.028393862,0.008277731,-0.012642889,0.013419226,0.003995142,-0.999897423,0.003017568,152,11
1598871596.158447266,0.028833390,0.007846064,-0.013960958,0.013106574,0.004108270,-0.999901783,0.002786437,107,11
1598871596.191287518,0.028678649,0.007841561,-0.014318548,0.013049778,0.004107262,-0.999902573,0.002771098,110,11
1598871596.223869562,0.028529503,0.007806675,-0.014642924,0.012993842,0.004100247,-0.999903307,0.002779399,142,11
1598871596.257072449,0.028420065,0.007829325,-0.014929655,0.012950014,0.004082538,-0.999903933,0.002784745,149,11
1598871596.290681601,0.028302591,0.007840821,-0.015175859,0.012905648,0.004073717,-0.999904549,0.002782282,153,11
1598871596.324612617,0.028209789,0.007806975,-0.015439697,0.012856955,0.004077875,-0.999905167,0.002779850,148,11
1598871596.356664419,0.028149142,0.007821760,-0.015653441,0.012816745,0.004075055,-0.999905719,0.002770944,152,11
1598871596.389756441,0.028097867,0.007845477,-0.015841890,0.012780482,0.004081661,-0.999906172,0.002765282,152,11
1598871596.423887968,0.028014830,0.007829689,-0.015993023,0.012746857,0.004095018,-0.999906520,0.002774778,137,11
1598871596.456557751,0.027973143,0.007855578,-0.016125680,0.012723706,0.004097994,-0.999906822,0.002767960,142,11
1598871596.490023851,0.027953299,0.007888741,-0.016256707,0.012696116,0.004100486,-0.999907180,0.002761402,146,11
1598871596.522644758,0.027930618,0.007838455,-0.016385807,0.012667170,0.004119632,-0.999907468,0.002761605,148,11
1598871596.557892323,0.027923572,0.007832171,-0.016520229,0.012647447,0.004127248,-0.999907743,0.002741007,106,11
1598871596.590679169,0.027894704,0.007842052,-0.016644083,0.012629559,0.004123065,-0.999907986,0.002741257,109,11
1598871596.624654531,0.027887393,0.007767921,-0.016722484,0.012607286,0.004130514,-0.999908255,0.002734448,141,11
1598871596.658021212,0.027862925,0.007810671,-0.016844020,0.012589871,0.004125278,-0.999908508,0.002730102,149,11
1598871596.690363407,0.027857386,0.007824803,-0.016896067,0.012583614,0.004129703,-0.999908592,0.002721243,153,11
1598871596.722804546,0.027887548,0.007755575,-0.016952430,0.012574307,0.004143463,-0.999908650,0.002722185,148,11
1598871596.756644249,0.027893379,0.007773474,-0.016999044,0.012571520,0.004145492,-0.999908688,0.002717975,152,11
1598871596.790980101,0.027912436,0.007803500,-0.017035381,0.012569035,0.004147698,-0.999908717,0.002715546,152,11
1598871596.824460030,0.027932999,0.007739010,-0.017078394,0.012559412,0.004163712,-0.999908770,0.002716033,137,11
1598871596.857624769,0.027935383,0.007782753,-0.017137922,0.012557851,0.004155665,-0.999908811,0.002720418,142,11
1598871596.891735077,0.027946649,0.007819634,-0.017161314,0.012567112,0.004158484,-0.999908686,0.002719319,146,11
1598871596.924526930,0.027951808,0.007779553,-0.017171684,0.012571689,0.004165322,-0.999908574,0.002728842,148,11
1598871596.957590342,0.027891465,0.007849084,-0.017179809,0.012584046,0.004166988,-0.999908383,0.002739290,107,11
1598871596.991519928,0.027900131,0.007887527,-0.017203102,0.012582562,0.004173762,-0.999908387,0.002734187,110,11
1598871597.023485899,0.027905957,0.007866428,-0.017223727,0.012576446,0.004188070,-0.999908389,0.002739660,142,11
1598871597.057931423,0.027873818,0.007931464,-0.017241273,0.012586933,0.004197234,-0.999908209,0.002743188,150,11
1598871597.091806650,0.027863747,0.007934969,-0.017255790,0.012594184,0.004209559,-0.999908073,0.002740612,154,11
1598871597.124972105,0.027848966,0.007914963,-0.017280388,0.012581860,0.004212878,-0.999908177,0.002754206,149,11
1598871597.157813311,0.027786678,0.008022017,-0.017309258,0.012521726,0.004309470,-0.999908135,0.002890901,153,11
1598871597.190524578,0.027743787,0.008029486,-0.017260529,0.012150397,0.004977745,-0.999909522,0.002921970,153,11
1598871597.224342823,0.027649332,0.008103678,-0.017381611,0.012236636,0.004822140,-0.999909117,0.002961203,138,11
1598871597.257092237,0.027602057,0.008097579,-0.017470554,0.012199093,0.004971596,-0.999909192,0.002841438,143,11
1598871597.289846182,0.027586059,0.008083372,-0.017626455,0.012486102,0.004503518,-0.999908092,0.002761150,147,11
1598871597.323391438,0.027703503,0.007936110,-0.017634395,0.012705909,0.004144303,-0.999906909,0.002749343,148,11
1598871597.357200384,0.027737336,0.007832513,-0.017597319,0.012632233,0.004305368,-0.999907155,0.002751628,107,11
1598871597.391639948,0.027782746,0.007704803,-0.017459770,0.012492785,0.004548345,-0.999908169,0.002626210,110,11
1598871597.431554556,0.027803860,0.007701219,-0.017470412,0.012629073,0.004282001,-0.999907361,0.002727594,142,11
1598871597.456699848,0.027822881,0.007757982,-0.017513075,0.012690779,0.004205984,-0.999907000,0.002691819,150,11
1598871597.490250826,0.027818068,0.007801503,-0.017653377,0.012911467,0.003911646,-0.999905519,0.002635574,154,11
1598871597.523543596,0.027871042,0.007877768,-0.017645093,0.013002868,0.003763752,-0.999904501,0.002783494,149,11
1598871597.557579756,0.027910850,0.008023167,-0.017399727,0.012984640,0.003754527,-0.999904539,0.002866311,154,11
1598871597.591296434,0.027887583,0.008088118,-0.017246566,0.013002604,0.003771023,-0.999904301,0.002846060,154,11
1598871597.623225927,0.027854145,0.008176375,-0.017202468,0.013257295,0.003389062,-0.999902058,0.002938133,139,11
1598871597.657639027,0.027879323,0.008183558,-0.017078546,0.013300354,0.003376077,-0.999901637,0.002901493,144,11
1598871597.691117048,0.027924395,0.008158246,-0.017057193,0.013399933,0.003314990,-0.999900607,0.002868471,148,11
1598871597.725085974,0.027966869,0.008114623,-0.016980302,0.013602884,0.003099755,-0.999898676,0.002826706,149,11
1598871597.757606745,0.028058697,0.008099866,-0.016871067,0.013745686,0.002980313,-0.999897104,0.002820392,108,11
1598871597.791697025,0.028058305,0.008103359,-0.016751755,0.013858871,0.002898033,-0.999895890,0.002782355,111,11
1598871597.824460030,0.028035156,0.008078067,-0.016678463,0.014020304,0.002769402,-0.999893831,0.002844151,143,11
1598871597.857099771,0.027945973,0.008118014,-0.016589237,0.014236593,0.002580707,-0.999891380,0.002808482,151,11
1598871597.891204119,0.027926417,0.008094523,-0.016466062,0.014275556,0.002540337,-0.999891115,0.002740907,160,11
1598871597.931137323,0.027927217,0.007981948,-0.016348029,0.014377697,0.002507112,-0.999889835,0.002704271,154,11
1598871597.958074093,0.027902683,0.007930909,-0.016335306,0.014529004,0.002461098,-0.999888205,0.002535602,159,11
1598871597.992960215,0.027889310,0.007907280,-0.016293641,0.014720663,0.002319325,-0.999885850,0.002492097,159,11
1598871598.023142099,0.027937553,0.007878013,-0.016295751,0.014758505,0.002307093,-0.999885118,0.002571829,144,11
