timestamp,px,py,pz,qx,qy,qz,qw
1403715888.379058123,0.898029000,2.028208000,0.955711000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.384058237,0.898059000,2.028148000,0.955674000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.389058113,0.898087000,2.028090000,0.955638000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.394057989,0.898115000,2.028032000,0.955603000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.399058342,0.898141000,2.027975000,0.955569000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.404057980,0.898167000,2.027919000,0.955536000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.409058094,0.898191000,2.027865000,0.955504000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.414057970,0.898215000,2.027814000,0.955473000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.419058323,0.898238000,2.027765000,0.955442000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.424057961,0.898261000,2.027717000,0.955410000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.429058075,0.898283000,2.027684000,0.955379000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.434058189,0.898305000,2.027639000,0.955350000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.439058304,0.898325000,2.027596000,0.955321000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.444057941,0.898344000,2.027554000,0.955293000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.449058056,0.898363000,2.027513000,0.955266000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.454058170,0.898381000,2.027473000,0.955240000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.459058046,0.898399000,2.027434000,0.955214000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.464057922,0.898415000,2.027395000,0.955190000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.469058037,0.898432000,2.027357000,0.955165000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.474058151,0.898447000,2.027321000,0.955142000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.479058027,0.898464000,2.027290000,0.955113000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.484057903,0.898479000,2.027255000,0.955092000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.489058018,0.898493000,2.027222000,0.955072000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.494058132,0.898506000,2.027191000,0.955053000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.499058008,0.898519000,2.027162000,0.955034000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.504057884,0.898532000,2.027136000,0.955016000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.509058237,0.898543000,2.027112000,0.954999000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.514058352,0.898555000,2.027090000,0.954982000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.519057989,0.898565000,2.027070000,0.954967000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.524058104,0.898575000,2.027051000,0.954953000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.529058218,0.898592000,2.027028000,0.954926000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.534058094,0.898602000,2.027007000,0.954911000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.539057970,0.898612000,2.026988000,0.954896000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.544058084,0.898621000,2.026969000,0.954882000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.549058199,0.898630000,2.026953000,0.954868000,0.000000000,0.000000000,0.000000000,1.000000000
1403715888.554058075,0.898638000,2.026938000,0.954856000,0.000000000,0.000000000,0.000000000,1.000000000
