timestamp,px,py,pz,qx,qy,qz,qw,features,clones
1598870207.267908573,0.000000000,0.000000000,0.000000000,0.008762296,-0.004937657,-0.707089541,0.707052489,46,0
1598870208.267482042,0.052297197,-0.084859321,0.158528572,-0.005199396,0.018950575,-0.701153944,0.712739075,220,1
1598870208.298090219,0.057053520,-0.091954390,0.159490422,-0.005530935,0.019826254,-0.700483387,0.713371819,217,2
1598870208.333241940,0.062869783,-0.100505921,0.159648941,-0.005529170,0.022085344,-0.699699876,0.714074050,219,3
1598870208.366655350,0.068821912,-0.108984667,0.159226968,-0.005472977,0.024466286,-0.699661841,0.714034142,216,4
1598870208.400221825,0.075252563,-0.118014968,0.158322712,-0.004710763,0.026007270,-0.700265103,0.713393451,217,5
1598870208.433743954,0.081931696,-0.127533175,0.156938728,-0.003875315,0.025813814,-0.701160336,0.712525657,218,6
1598870208.466409445,0.088706503,-0.137251834,0.155481973,-0.003190153,0.024141848,-0.702277815,0.711486377,214,7
1598870208.499140024,0.095730912,-0.147386118,0.154177863,-0.002673063,0.022148831,-0.703477542,0.710367251,217,8
1598870208.534217119,0.103491962,-0.158674970,0.153213805,-0.001910320,0.021075657,-0.704842605,0.709048002,217,9
1598870208.566113234,0.110699577,-0.169433135,0.152824970,-0.000515810,0.021854320,-0.705755815,0.708117824,216,10
1598870208.600353479,0.118553093,-0.181585251,0.153080014,0.001253809,0.024110003,-0.706120337,0.707680158,215,11
1598870208.633063078,0.098537051,0.199805001,0.068224956,-0.004458467,0.003192395,-0.751169729,0.660086334,163,11
1598870208.665562868,0.149846127,0.058381692,0.011395925,-0.008636537,0.004054068,-0.747037797,0.664713099,163,11
1598870208.697984457,0.124814198,0.050701366,0.001482126,-0.009642337,0.004857824,-0.741472704,0.670896159,163,11
1598870208.732927322,0.122534021,0.052281939,-0.002462765,-0.008714188,0.004387224,-0.739756224,0.672804240,163,11
1598870208.765749693,0.130852422,0.054637845,-0.006463885,-0.007931685,0.003260852,-0.739917479,0.672642981,204,11
1598870208.798115492,0.139463567,0.057004740,-0.009077866,-0.007590402,0.002711863,-0.740208314,0.672329297,211,11
1598870208.832394361,0.148865174,0.059699626,-0.011480340,-0.007917577,0.001987000,-0.740925732,0.671537358,213,11
1598870208.864908695,0.158134193,0.062411840,-0.013525544,-0.007853457,0.001007691,-0.742051112,0.670296542,211,11
