timestamp,px,py,pz,qx,qy,qz,qw,features,clones
1598871593.962774754,0.000000000,0.000000000,0.000000000,-0.014179752,-0.002655160,0.999895936,0.000037653,145,0
1598871594.990240574,-0.006073549,0.011991521,0.002157574,0.014608612,0.001913396,-0.999885853,0.003347858,116,1
1598871595.022737741,-0.008115393,0.012720982,0.002357311,0.014508843,0.002018314,-0.999871668,0.006485936,115,2
1598871595.056255102,-0.010553816,0.013460661,0.002528706,0.014722669,0.001569941,-0.999871421,0.006157865,138,3
1598871595.090213776,-0.012921554,0.014115504,0.002708694,0.014672855,0.001606464,-0.999872179,0.006144350,147,4
1598871595.122877359,-0.015128435,0.014718230,0.002880225,0.014625665,0.001650387,-0.999871417,0.006365179,146,5
1598871595.157406092,-0.017402573,0.015299816,0.003061920,0.014531372,0.001860355,-0.999872012,0.006429487,153,6
1598871595.189605713,-0.019480133,0.015771954,0.003242781,0.014198292,0.002564037,-0.999875119,0.006448239,151,7
1598871595.222857475,-0.021639085,0.016332884,0.003422809,0.014055241,0.002855238,-0.999875955,0.006509444,144,8
1598871595.256060362,-0.023861069,0.017079314,0.003594629,0.014226693,0.002513933,-0.999874018,0.006574921,162,9
1598871595.291481256,-0.030525842,0.020676212,-0.000502531,0.015317692,0.001882679,-0.999858917,0.006630986,168,10
1598871595.324150324,0.024785644,0.011762947,-0.008757599,0.011605128,0.002023101,-0.999909886,0.006438013,165,11
1598871595.355849981,0.025833669,0.018956026,-0.022490522,0.010833207,0.004222757,-0.999920390,0.004901435,85,11
1598871595.391024351,0.021113787,0.016262361,-0.025961551,0.011108932,0.002707968,-0.999915498,0.006185042,154,11
1598871595.423627853,0.022277889,0.018364934,-0.024841526,0.011427844,0.002409774,-0.999909665,0.006652791,152,11
1598871595.457639694,0.031948657,0.006548216,-0.013449959,0.014158633,0.002082540,-0.999891698,0.003433296,157,11
1598871595.490472317,0.031697372,0.006454363,-0.013303003,0.014322372,0.001943976,-0.999889501,0.003475113,161,11
1598871595.523647547,0.030842028,0.007360036,-0.013573928,0.014136926,0.002177895,-0.999891333,0.003567385,157,11
1598871595.556540012,0.030702711,0.007733183,-0.013262292,0.014179673,0.002198397,-0.999890539,0.003607393,159,11
1598871595.590567827,0.030633080,0.008192506,-0.012953318,0.014153883,0.002353341,-0.999890516,0.003617245,159,11
1598871595.622282267,0.029317414,0.010213435,-0.012112742,0.014044921,0.002950088,-0.999889592,0.003852313,142,11
1598871595.658955812,0.029665833,0.010355726,-0.011967405,0.013794989,0.003319198,-0.999892162,0.003787476,144,11
1598871595.691136360,0.030010091,0.010408810,-0.011564710,0.013501439,0.003796741,-0.999894718,0.003721420,141,11
1598871595.723446608,0.030178269,0.010302267,-0.011007005,0.013001024,0.004738870,-0.999897208,0.003753623,139,11
1598871595.756478786,0.029854375,0.009742815,-0.012734219,0.012767236,0.004777760,-0.999900728,0.003564464,86,11
1598871595.788982630,0.029529616,0.009924137,-0.013721569,0.013284599,0.003864410,-0.999898101,0.003517677,133,11
1598871595.822529793,0.029802824,0.009639378,-0.013764751,0.013087755,0.004106512,-0.999899715,0.003522500,138,11
1598871595.858415842,0.029860477,0.009799935,-0.013533733,0.013098618,0.004122050,-0.999899415,0.003548989,139,11
1598871595.890067816,0.029653534,0.009608191,-0.014601128,0.013057637,0.003987898,-0.999900904,0.003431852,144,11
1598871595.923789978,0.029832399,0.009513759,-0.014424774,0.012969171,0.004123157,-0.999901604,0.003403217,143,11
1598871595.955989361,0.029625185,0.009427269,-0.015043002,0.012940295,0.004094975,-0.999902269,0.003351438,145,11
1598871595.991373301,0.029570621,0.009388185,-0.015301553,0.012891659,0.004125148,-0.999902878,0.003320043,145,11
1598871596.024596453,0.029600194,0.009274301,-0.015541146,0.012848779,0.004126295,-0.999903560,0.003279108,145,11
1598871596.058539152,0.029539844,0.009277819,-0.015776674,0.012844546,0.004123668,-0.999903668,0.003266075,143,11
1598871596.089882851,0.029468538,0.009263051,-0.016043813,0.012795769,0.004132198,-0.999904336,0.003242140,144,11
1598871596.124208212,0.029500789,0.009365652,-0.015903816,0.012814927,0.004098770,-0.999904175,0.003258553,142,11
1598871596.158447266,0.029475146,0.009152110,-0.016520818,0.012724648,0.004150718,-0.999905282,0.003206403,88,11
1598871596.191287518,0.029476906,0.009059288,-0.016465407,0.012739032,0.004128072,-0.999905329,0.003163595,132,11
1598871596.223869562,0.029539025,0.009140743,-0.016374839,0.012734530,0.004108345,-0.999905441,0.003172031,137,11
1598871596.257072449,0.029491836,0.009241177,-0.016409071,0.012733896,0.004114766,-0.999905384,0.003184256,136,11
1598871596.290681601,0.029185668,0.008954385,-0.017541367,0.012590429,0.004146355,-0.999907329,0.003101895,140,11
1598871596.324612617,0.029213586,0.008902599,-0.017656798,0.012561123,0.004148237,-0.999907739,0.003086227,139,11
1598871596.356664419,0.029135017,0.008920913,-0.017840626,0.012541130,0.004156838,-0.999907970,0.003080994,140,11
1598871596.389756441,0.029069739,0.008940814,-0.017963738,0.012529553,0.004164343,-0.999908098,0.003076371,140,11
1598871596.423887968,0.029092681,0.008929252,-0.018046064,0.012497331,0.004164836,-0.999908496,0.003077484,139,11
1598871596.456557751,0.029066662,0.008990477,-0.018094053,0.012497916,0.004164727,-0.999908483,0.003079373,137,11
1598871596.490023851,0.029065970,0.009057029,-0.018124012,0.012490876,0.004163755,-0.999908555,0.003085743,140,11
1598871596.522644758,0.029127401,0.009111375,-0.018063284,0.012479411,0.004162458,-0.999908664,0.003098819,137,11
1598871596.557892323,0.029034648,0.008865754,-0.018472770,0.012448323,0.004188363,-0.999909092,0.003050311,87,11
1598871596.590679169,0.029020525,0.008930076,-0.018513277,0.012442845,0.004185276,-0.999909152,0.003057369,134,11
1598871596.624654531,0.029090382,0.009017463,-0.018471232,0.012418496,0.004171604,-0.999909500,0.003061236,139,11
1598871596.658021212,0.029135222,0.009059147,-0.018473432,0.012422289,0.004176374,-0.999909430,0.003061982,141,11
1598871596.690363407,0.029025961,0.008846261,-0.018808393,0.012400841,0.004193617,-0.999909767,0.003015019,146,11
1598871596.722804546,0.029110884,0.008751676,-0.018851241,0.012390122,0.004206065,-0.999909863,0.003009885,146,11
1598871596.756644249,0.029085355,0.008771292,-0.018856905,0.012405087,0.004205164,-0.999909685,0.003008652,146,11
1598871596.790980101,0.029080493,0.008798165,-0.018854040,0.012414267,0.004205879,-0.999909573,0.003007003,146,11
1598871596.824460030,0.029154905,0.008722411,-0.018893788,0.012399212,0.004221753,-0.999909698,0.003005319,146,11
1598871596.857624769,0.029125581,0.008761367,-0.018922537,0.012412750,0.004209704,-0.999909571,0.003008647,146,11
1598871596.891735077,0.029160674,0.008774330,-0.018894034,0.012426878,0.004208318,-0.999909406,0.003007179,145,11
1598871596.924526930,0.029240776,0.008766782,-0.018842977,0.012432892,0.004202668,-0.999909324,0.003017378,139,11
1598871596.957590342,0.029161672,0.008785816,-0.018956103,0.012443082,0.004212059,-0.999909166,0.003014781,94,11
1598871596.991519928,0.029189228,0.008778508,-0.018926990,0.012447989,0.004228571,-0.999909067,0.003004114,131,11
